case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-003187	verify-pages	csv-to-table-verify	0	1	0	SHADOW_B_ONLY	samples/보건복지부/회의록/case-00194-06-2026.hwp	hwp	회의록	보건복지부	2026	16	14	rhwp verify --expect-pages --json	rhwp csv-to-table --verify --json	failCount	verify.identical	1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:verify|src/main.rs:csv-to-table	1	1
v-shadow-003188	verify-pages	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL	samples/국토교통부/예산서/case-00194-07-2016.hwpx	hwpx	예산서	국토교통부	2016	18	17	rhwp verify --expect-pages --json	rhwp csv-to-table --verify --json	failCount	verify.identical	1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:verify|src/main.rs:csv-to-table	1	1
v-shadow-003189	verify-pages	sanitize-verify	1	1	1	JOINT_PASS	samples/고용노동부/결산서/case-00194-08-2017.hwp	hwp	결산서	고용노동부	2017	16	16	rhwp verify --expect-pages --json	rhwp sanitize --verify --json	failCount	verify.identical	0	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:verify|src/main.rs:sanitize	1	1
v-shadow-003190	verify-pages	sanitize-verify	1	0	0	SHADOW_A_ONLY	samples/외교부/계약서/case-00194-09-2018.hwpx	hwpx	계약서	외교부	2018	17	21	rhwp verify --expect-pages --json	rhwp sanitize --verify --json	failCount	verify.identical	0	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:verify|src/main.rs:sanitize	1	1
v-shadow-003191	verify-pages	sanitize-verify	0	1	0	SHADOW_B_ONLY	samples/기획재정부/용역보고서/case-00194-10-2019.hwp	hwp	용역보고서	기획재정부	2019	21	18	rhwp verify --expect-pages --json	rhwp sanitize --verify --json	failCount	verify.identical	1	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:verify|src/main.rs:sanitize	1	1
v-shadow-003192	verify-pages	sanitize-verify	0	0	0	JOINT_BOTH_FAIL	samples/공정거래위원회/학술논문/case-00194-11-2020.hwpx	hwpx	학술논문	공정거래위원회	2020	20	25	rhwp verify --expect-pages --json	rhwp sanitize --verify --json	failCount	verify.identical	1	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:verify|src/main.rs:sanitize	1	1
v-shadow-003193	fill-verify	ir-diff	1	1	1	JOINT_PASS	samples/금융위원회/입법예고/case-00194-12-2021.hwp	hwp	입법예고	금융위원회	2021	20	20	rhwp fill-fields --verify --json	rhwp ir-diff --json	verify.identical	identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:ir-diff	1	1
v-shadow-003194	fill-verify	ir-diff	1	0	0	SHADOW_A_ONLY	samples/방송통신위원회/보도자료/case-00194-13-2022.hwpx	hwpx	보도자료	방송통신위원회	2022	21	24	rhwp fill-fields --verify --json	rhwp ir-diff --json	verify.identical	identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:ir-diff	1	1
v-shadow-003195	fill-verify	ir-diff	0	1	0	SHADOW_B_ONLY	samples/개인정보보호위원회/내부결재/case-00194-14-2023.hwp	hwp	내부결재	개인정보보호위원회	2023	23	22	rhwp fill-fields --verify --json	rhwp ir-diff --json	verify.identical	identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:ir-diff	1	1
v-shadow-003196	fill-verify	ir-diff	0	0	0	JOINT_BOTH_FAIL	samples/국민권익위원회/수신문서/case-00194-15-2024.hwpx	hwpx	수신문서	국민권익위원회	2024	25	28	rhwp fill-fields --verify --json	rhwp ir-diff --json	verify.identical	identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:ir-diff	1	1
v-shadow-003197	fill-verify	verify-pages	1	1	1	JOINT_PASS	samples/국가인권위원회/발신문서/case-00194-16-2025.hwp	hwp	발신문서	국가인권위원회	2025	24	24	rhwp fill-fields --verify --json	rhwp verify --expect-pages --json	verify.identical	failCount	true	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:verify	1	1
v-shadow-003198	fill-verify	verify-pages	1	0	0	SHADOW_A_ONLY	samples/통계청/회의안건/case-00194-17-2026.hwpx	hwpx	회의안건	통계청	2026	25	27	rhwp fill-fields --verify --json	rhwp verify --expect-pages --json	verify.identical	failCount	true	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:verify	1	1
v-shadow-003199	fill-verify	verify-pages	0	1	0	SHADOW_B_ONLY	samples/기상청/심사평가/case-00194-18-2016.hwp	hwp	심사평가	기상청	2016	28	26	rhwp fill-fields --verify --json	rhwp verify --expect-pages --json	verify.identical	failCount	false	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:verify	1	1
v-shadow-003200	fill-verify	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/관세청/현장점검/case-00194-19-2017.hwpx	hwpx	현장점검	관세청	2017	30	31	rhwp fill-fields --verify --json	rhwp verify --expect-pages --json	verify.identical	failCount	false	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:verify	1	1
v-shadow-003201	fill-verify	layout-anomaly	1	1	1	JOINT_PASS	samples/검찰청/안전관리/case-00194-20-2018.hwp	hwp	안전관리	검찰청	2018	28	28	rhwp fill-fields --verify --json	rhwp layout-anomaly --json	verify.identical	hasSignal	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:layout-anomaly	1	1
v-shadow-003202	fill-verify	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/경찰청/개인정보/case-00194-21-2019.hwpx	hwpx	개인정보	경찰청	2019	29	35	rhwp fill-fields --verify --json	rhwp layout-anomaly --json	verify.identical	hasSignal	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:layout-anomaly	1	1
v-shadow-003203	fill-verify	layout-anomaly	0	1	0	SHADOW_B_ONLY	samples/소방청/정보공개/case-00194-22-2020.hwp	hwp	정보공개	소방청	2020	33	30	rhwp fill-fields --verify --json	rhwp layout-anomaly --json	verify.identical	hasSignal	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:layout-anomaly	1	1
v-shadow-003204	fill-verify	layout-anomaly	0	0	0	JOINT_BOTH_FAIL	samples/해양경찰청/민원회신/case-00194-23-2021.hwpx	hwpx	민원회신	해양경찰청	2021	32	34	rhwp fill-fields --verify --json	rhwp layout-anomaly --json	verify.identical	hasSignal	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:layout-anomaly	1	1
v-shadow-003205	fill-verify	render-diff	1	1	1	JOINT_PASS	samples/병무청/훈령별표/case-00194-24-2022.hwp	hwp	훈령별표	병무청	2022	32	32	rhwp fill-fields --verify --json	rhwp render-diff --json	verify.identical	pageCountMismatch	true	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:render-diff	1	1
v-shadow-003206	fill-verify	render-diff	1	0	0	SHADOW_A_ONLY	samples/산림청/질의회신/case-00194-25-2023.hwpx	hwpx	질의회신	산림청	2023	33	38	rhwp fill-fields --verify --json	rhwp render-diff --json	verify.identical	pageCountMismatch	true	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:render-diff	1	1
v-shadow-003207	fill-verify	render-diff	0	1	0	SHADOW_B_ONLY	samples/농촌진흥청/업무계획/case-00194-26-2024.hwp	hwp	업무계획	농촌진흥청	2024	35	34	rhwp fill-fields --verify --json	rhwp render-diff --json	verify.identical	pageCountMismatch	false	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:render-diff	1	1
v-shadow-003208	fill-verify	render-diff	0	0	0	JOINT_BOTH_FAIL	samples/중소벤처기업부/점검표/case-00194-27-2025.hwpx	hwpx	점검표	중소벤처기업부	2025	37	37	rhwp fill-fields --verify --json	rhwp render-diff --json	verify.identical	pageCountMismatch	false	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:render-diff	1	1
v-shadow-003209	fill-verify	dump-pages	1	1	1	JOINT_PASS	samples/과학기술정보통신부/서식/case-00194-28-2026.hwp	hwp	서식	과학기술정보통신부	2026	36	36	rhwp fill-fields --verify --json	rhwp dump-pages --json	verify.identical	pageCount	true	36	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:dump-pages	1	1
v-shadow-003210	fill-verify	dump-pages	1	0	0	SHADOW_A_ONLY	samples/문화체육관광부/예규/case-00194-29-2016.hwpx	hwpx	예규	문화체육관광부	2016	37	41	rhwp fill-fields --verify --json	rhwp dump-pages --json	verify.identical	pageCount	true	41+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:dump-pages	1	1
v-shadow-003211	fill-verify	dump-pages	0	1	0	SHADOW_B_ONLY	samples/환경부/지침/case-00194-30-2017.hwp	hwp	지침	환경부	2017	40	38	rhwp fill-fields --verify --json	rhwp dump-pages --json	verify.identical	pageCount	false	38	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:dump-pages	1	1
v-shadow-003212	fill-verify	dump-pages	0	0	0	JOINT_BOTH_FAIL	samples/해양수산부/공고/case-00194-31-2018.hwpx	hwpx	공고	해양수산부	2018	42	45	rhwp fill-fields --verify --json	rhwp dump-pages --json	verify.identical	pageCount	false	45+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:dump-pages	1	1
v-shadow-003213	fill-verify	info	1	1	1	JOINT_PASS	samples/법제처/기안문/case-00195-32-2019.hwp	hwp	기안문	법제처	2019	40	40	rhwp fill-fields --verify --json	rhwp info --json	verify.identical	pageCount	true	40	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:info	1	1
v-shadow-003214	fill-verify	info	1	0	0	SHADOW_A_ONLY	samples/행정안전부/편람/case-00195-33-2020.hwpx	hwpx	편람	행정안전부	2020	41	44	rhwp fill-fields --verify --json	rhwp info --json	verify.identical	pageCount	true	44+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:info	1	1
v-shadow-003215	fill-verify	info	0	1	0	SHADOW_B_ONLY	samples/국세청/시험지/case-00195-34-2021.hwp	hwp	시험지	국세청	2021	45	42	rhwp fill-fields --verify --json	rhwp info --json	verify.identical	pageCount	false	42	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:info	1	1
v-shadow-003216	fill-verify	info	0	0	0	JOINT_BOTH_FAIL	samples/대법원/훈령/case-00195-35-2022.hwpx	hwpx	훈령	대법원	2022	44	48	rhwp fill-fields --verify --json	rhwp info --json	verify.identical	pageCount	false	48+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:info	1	1
v-shadow-003217	fill-verify	inspect-hidden	1	1	1	JOINT_PASS	samples/특허청/고시/case-00195-36-2023.hwp	hwp	고시	특허청	2023	44	44	rhwp fill-fields --verify --json	rhwp inspect hidden-text --json	verify.identical	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:inspect hidden-text	1	1
v-shadow-003218	fill-verify	inspect-hidden	1	0	0	SHADOW_A_ONLY	samples/교육부/공고문/case-00195-37-2024.hwpx	hwpx	공고문	교육부	2024	45	47	rhwp fill-fields --verify --json	rhwp inspect hidden-text --json	verify.identical	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:inspect hidden-text	1	1
v-shadow-003219	fill-verify	inspect-hidden	0	1	0	SHADOW_B_ONLY	samples/보건복지부/회의록/case-00195-38-2025.hwp	hwp	회의록	보건복지부	2025	47	46	rhwp fill-fields --verify --json	rhwp inspect hidden-text --json	verify.identical	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:inspect hidden-text	1	1
v-shadow-003220	fill-verify	inspect-hidden	0	0	0	JOINT_BOTH_FAIL	samples/국토교통부/예산서/case-00195-39-2026.hwpx	hwpx	예산서	국토교통부	2026	49	51	rhwp fill-fields --verify --json	rhwp inspect hidden-text --json	verify.identical	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:inspect hidden-text	1	1
v-shadow-003221	fill-verify	inspect-injection	1	1	1	JOINT_PASS	samples/고용노동부/결산서/case-00195-40-2016.hwp	hwp	결산서	고용노동부	2016	48	48	rhwp fill-fields --verify --json	rhwp inspect injection --json	verify.identical	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:inspect injection	1	1
v-shadow-003222	fill-verify	inspect-injection	1	0	0	SHADOW_A_ONLY	samples/외교부/계약서/case-00195-41-2017.hwpx	hwpx	계약서	외교부	2017	49	55	rhwp fill-fields --verify --json	rhwp inspect injection --json	verify.identical	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:inspect injection	1	1
v-shadow-003223	fill-verify	inspect-injection	0	1	0	SHADOW_B_ONLY	samples/기획재정부/용역보고서/case-00195-42-2018.hwp	hwp	용역보고서	기획재정부	2018	52	50	rhwp fill-fields --verify --json	rhwp inspect injection --json	verify.identical	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:inspect injection	1	1
v-shadow-003224	fill-verify	inspect-injection	0	0	0	JOINT_BOTH_FAIL	samples/공정거래위원회/학술논문/case-00195-43-2019.hwpx	hwpx	학술논문	공정거래위원회	2019	54	54	rhwp fill-fields --verify --json	rhwp inspect injection --json	verify.identical	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:inspect injection	1	1
v-shadow-003225	fill-verify	inspect-unicode	1	1	1	JOINT_PASS	samples/금융위원회/입법예고/case-00195-44-2020.hwp	hwp	입법예고	금융위원회	2020	52	52	rhwp fill-fields --verify --json	rhwp inspect unicode --json	verify.identical	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:inspect unicode	1	1
v-shadow-003226	fill-verify	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/방송통신위원회/보도자료/case-00195-45-2021.hwpx	hwpx	보도자료	방송통신위원회	2021	53	58	rhwp fill-fields --verify --json	rhwp inspect unicode --json	verify.identical	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:inspect unicode	1	1
v-shadow-003227	fill-verify	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/개인정보보호위원회/내부결재/case-00195-46-2022.hwp	hwp	내부결재	개인정보보호위원회	2022	4	1	rhwp fill-fields --verify --json	rhwp inspect unicode --json	verify.identical	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:inspect unicode	1	1
v-shadow-003228	fill-verify	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/국민권익위원회/수신문서/case-00195-47-2023.hwpx	hwpx	수신문서	국민권익위원회	2023	3	4	rhwp fill-fields --verify --json	rhwp inspect unicode --json	verify.identical	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:inspect unicode	1	1
v-shadow-003229	fill-verify	inspect-watermark	1	1	1	JOINT_PASS	samples/국가인권위원회/발신문서/case-00195-48-2024.hwp	hwp	발신문서	국가인권위원회	2024	3	3	rhwp fill-fields --verify --json	rhwp inspect watermark --json	verify.identical	clean	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:inspect watermark	1	1
v-shadow-003230	fill-verify	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/통계청/회의안건/case-00195-49-2025.hwpx	hwpx	회의안건	통계청	2025	4	8	rhwp fill-fields --verify --json	rhwp inspect watermark --json	verify.identical	clean	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:inspect watermark	1	1
v-shadow-003231	fill-verify	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/기상청/심사평가/case-00195-50-2026.hwp	hwp	심사평가	기상청	2026	6	5	rhwp fill-fields --verify --json	rhwp inspect watermark --json	verify.identical	clean	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:inspect watermark	1	1
v-shadow-003232	fill-verify	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/관세청/현장점검/case-00195-51-2016.hwpx	hwpx	현장점검	관세청	2016	8	12	rhwp fill-fields --verify --json	rhwp inspect watermark --json	verify.identical	clean	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:inspect watermark	1	1
v-shadow-003233	fill-verify	replay	1	1	1	JOINT_PASS	samples/검찰청/안전관리/case-00195-52-2017.hwp	hwp	안전관리	검찰청	2017	7	7	rhwp fill-fields --verify --json	rhwp replay --json	verify.identical	reproduced	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:replay	1	1
v-shadow-003234	fill-verify	replay	1	0	0	SHADOW_A_ONLY	samples/경찰청/개인정보/case-00195-53-2018.hwpx	hwpx	개인정보	경찰청	2018	8	11	rhwp fill-fields --verify --json	rhwp replay --json	verify.identical	reproduced	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:replay	1	1
v-shadow-003235	fill-verify	replay	0	1	0	SHADOW_B_ONLY	samples/소방청/정보공개/case-00195-54-2019.hwp	hwp	정보공개	소방청	2019	11	9	rhwp fill-fields --verify --json	rhwp replay --json	verify.identical	reproduced	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:replay	1	1
v-shadow-003236	fill-verify	replay	0	0	0	JOINT_BOTH_FAIL	samples/해양경찰청/민원회신/case-00195-55-2020.hwpx	hwpx	민원회신	해양경찰청	2020	13	15	rhwp fill-fields --verify --json	rhwp replay --json	verify.identical	reproduced	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:replay	1	1
v-shadow-003237	fill-verify	audit	1	1	1	JOINT_PASS	samples/병무청/훈령별표/case-00195-56-2021.hwp	hwp	훈령별표	병무청	2021	11	11	rhwp fill-fields --verify --json	rhwp audit --json	verify.identical	valid	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:audit	1	1
v-shadow-003238	fill-verify	audit	1	0	0	SHADOW_A_ONLY	samples/산림청/질의회신/case-00195-57-2022.hwpx	hwpx	질의회신	산림청	2022	12	14	rhwp fill-fields --verify --json	rhwp audit --json	verify.identical	valid	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:audit	1	1
v-shadow-003239	fill-verify	audit	0	1	0	SHADOW_B_ONLY	samples/농촌진흥청/업무계획/case-00195-58-2023.hwp	hwp	업무계획	농촌진흥청	2023	16	13	rhwp fill-fields --verify --json	rhwp audit --json	verify.identical	valid	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:audit	1	1
v-shadow-003240	fill-verify	audit	0	0	0	JOINT_BOTH_FAIL	samples/중소벤처기업부/점검표/case-00195-59-2024.hwpx	hwpx	점검표	중소벤처기업부	2024	15	18	rhwp fill-fields --verify --json	rhwp audit --json	verify.identical	valid	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:audit	1	1
v-shadow-003241	fill-verify	lineage	1	1	1	JOINT_PASS	samples/과학기술정보통신부/서식/case-00195-60-2025.hwp	hwp	서식	과학기술정보통신부	2025	15	15	rhwp fill-fields --verify --json	rhwp lineage --json	verify.identical	matches	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:lineage	1	1
v-shadow-003242	fill-verify	lineage	1	0	0	SHADOW_A_ONLY	samples/문화체육관광부/예규/case-00195-61-2026.hwpx	hwpx	예규	문화체육관광부	2026	16	22	rhwp fill-fields --verify --json	rhwp lineage --json	verify.identical	matches	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:lineage	1	1
v-shadow-003243	fill-verify	lineage	0	1	0	SHADOW_B_ONLY	samples/환경부/지침/case-00195-62-2016.hwp	hwp	지침	환경부	2016	18	17	rhwp fill-fields --verify --json	rhwp lineage --json	verify.identical	matches	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:lineage	1	1
v-shadow-003244	fill-verify	lineage	0	0	0	JOINT_BOTH_FAIL	samples/해양수산부/공고/case-00195-63-2017.hwpx	hwpx	공고	해양수산부	2017	20	21	rhwp fill-fields --verify --json	rhwp lineage --json	verify.identical	matches	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:lineage	1	1
v-shadow-003245	fill-verify	csv-to-table-verify	1	1	1	JOINT_PASS	samples/법제처/기안문/case-00196-64-2018.hwp	hwp	기안문	법제처	2018	19	19	rhwp fill-fields --verify --json	rhwp csv-to-table --verify --json	verify.identical	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:csv-to-table	1	1
v-shadow-003246	fill-verify	csv-to-table-verify	1	0	0	SHADOW_A_ONLY	samples/행정안전부/편람/case-00196-65-2019.hwpx	hwpx	편람	행정안전부	2019	20	25	rhwp fill-fields --verify --json	rhwp csv-to-table --verify --json	verify.identical	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:csv-to-table	1	1
v-shadow-003247	fill-verify	csv-to-table-verify	0	1	0	SHADOW_B_ONLY	samples/국세청/시험지/case-00196-66-2020.hwp	hwp	시험지	국세청	2020	23	21	rhwp fill-fields --verify --json	rhwp csv-to-table --verify --json	verify.identical	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:csv-to-table	1	1
v-shadow-003248	fill-verify	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL	samples/대법원/훈령/case-00196-67-2021.hwpx	hwpx	훈령	대법원	2021	25	24	rhwp fill-fields --verify --json	rhwp csv-to-table --verify --json	verify.identical	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:csv-to-table	1	1
v-shadow-003249	fill-verify	sanitize-verify	1	1	1	JOINT_PASS	samples/특허청/고시/case-00196-68-2022.hwp	hwp	고시	특허청	2022	23	23	rhwp fill-fields --verify --json	rhwp sanitize --verify --json	verify.identical	verify.identical	true	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:fill-fields|src/main.rs:sanitize	1	1
v-shadow-003250	fill-verify	sanitize-verify	1	0	0	SHADOW_A_ONLY	samples/교육부/공고문/case-00196-69-2023.hwpx	hwpx	공고문	교육부	2023	24	28	rhwp fill-fields --verify --json	rhwp sanitize --verify --json	verify.identical	verify.identical	true	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:sanitize	1	1
v-shadow-003251	fill-verify	sanitize-verify	0	1	0	SHADOW_B_ONLY	samples/보건복지부/회의록/case-00196-70-2024.hwp	hwp	회의록	보건복지부	2024	28	25	rhwp fill-fields --verify --json	rhwp sanitize --verify --json	verify.identical	verify.identical	false	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:fill-fields|src/main.rs:sanitize	1	1
v-shadow-003252	fill-verify	sanitize-verify	0	0	0	JOINT_BOTH_FAIL	samples/국토교통부/예산서/case-00196-71-2025.hwpx	hwpx	예산서	국토교통부	2025	27	32	rhwp fill-fields --verify --json	rhwp sanitize --verify --json	verify.identical	verify.identical	false	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:fill-fields|src/main.rs:sanitize	1	1
v-shadow-003253	layout-anomaly	ir-diff	1	1	1	JOINT_PASS	samples/고용노동부/결산서/case-00196-72-2026.hwp	hwp	결산서	고용노동부	2026	27	27	rhwp layout-anomaly --json	rhwp ir-diff --json	hasSignal	identical	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:ir-diff	1	1
v-shadow-003254	layout-anomaly	ir-diff	1	0	0	SHADOW_A_ONLY	samples/외교부/계약서/case-00196-73-2016.hwpx	hwpx	계약서	외교부	2016	28	31	rhwp layout-anomaly --json	rhwp ir-diff --json	hasSignal	identical	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:ir-diff	1	1
