case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-111516	{"planVersion":"1.0","input":"samples/여성가족부/시행문-111516.hwpx","output":"out/여성가족부/시행문-111516-vreplay.hwpx","steps":[{"action":"set_cell","table":3,"row":11,"col":3,"text":"붙임 2. 산출내역서"}]}	 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:111515	0	0.8.1	INVALID_EXPECT_SHA	verify	replay	c5298ceccd665ac5d719d0fe6185b676b178de06e07016656f753ae1835df1d6	515cc992686ec0a58fe89a752ea7b528f05cf1d8572e0cf24c7ac53adb8594db	0.8.1	samples/여성가족부/시행문-111516.hwpx	set_cell	2	0	none	여성가족부 시행문 건(#111515)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	whitespace	INVALID_EXPECT_SHA
v-replay-111517	{"planVersion":"1.0","input":"samples/통일부/시행문-111517.hwp","output":"out/통일부/시행문-111517-vreplay.hwp","steps":[{"action":"set_cell","table":0,"row":0,"col":4,"text":"수신자 대외공문"}]}	8f0f7a1c359d2412fbf34038a2ba783a95c8f959c9b55317efcfe25db0c91488	1		TOOL_VERSION_MISSING	verify	replay	49e07ad2162139fba565720e3a9011f705de7573565cd5cacd3b7d55dc055ed9	8f0f7a1c359d2412fbf34038a2ba783a95c8f959c9b55317efcfe25db0c91488		samples/통일부/시행문-111517.hwp	set_cell	2	0	none	통일부 시행문 건(#111516)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-111518	{"planVersion":"1.0","input":"samples/외교부/시행문-111518.hwp","output":"out/외교부/시행문-111518-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의7","checked":true}]}	2b58734f302128c4dd054f3ec179f124507c235bda988a9322e586e0a0a3553b	1	0.7.15	TOOL_VERSION_MISMATCH	verify	replay	ca72dc491d8d18b73c31adef319513ae5c23a8ab4c1546878692650849ba25b2	2b58734f302128c4dd054f3ec179f124507c235bda988a9322e586e0a0a3553b	0.8.4	samples/외교부/시행문-111518.hwp	set_checkbox	3	0	reproduced_field	외교부 시행문 건(#111517)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-111519		ae692c67e57888f2f9887f08911fbc4bd699dcb498bf881837f304a17a796a1b	1	0.7.14	NO_PLAN	verify	replay		8423c45f2cb68a416e7ab7386f36c35025a2325d3a1cf8aaf12cb37d59ab3bb9	0.7.14		missing	2	0	none	국가보훈부 시행문 건(#111518)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-111520	{"planVersion":"1.0","input":"samples/인사혁신처/시행문-111520.hwp","output":"out/인사혁신처/시행문-111520-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의0","checked":true}]}	947fe6fc3e789ef63833e735c2b1cb83a3b53027be3e4b545de7c34af3d3b27a	1	0.7.13	LABOR_ACCEPTED	verify	replay	b2264141703f0a565d3cacada35a7c067a2380ebc9dcc6ecad066e59a01a3701	947fe6fc3e789ef63833e735c2b1cb83a3b53027be3e4b545de7c34af3d3b27a	0.7.13	samples/인사혁신처/시행문-111520.hwp	set_checkbox	0	1	reproduced_field	인사혁신처 시행문 건(#111519)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-111521	{"planVersion":"1.0","input":"samples/국무조정실/시행문-111521.hwpx","output":"out/국무조정실/시행문-111521-vreplay.hwpx","steps":[{"action":"set_checkbox","name":"동의1","checked":true}]}	d65a2c44dfa50b547923795835dacce3765f71be9a95e33f877b70a592449a09	0	0.8.4	LABOR_REJECTED	verify	replay	bcd1be65599b2b9d40d177b606230793536f880b720e49d03e40b6aa3a1bd00c	c6000bcec1b4cfc44eda3ece56168c2e563c9d76a5bd9e50e1df6191edd90db2	0.8.4	samples/국무조정실/시행문-111521.hwpx	set_checkbox	3	0	reproduced_field	국무조정실 시행문 건(#111520)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-111522	{"planVersion":"1.0","input":"samples/감사원/시행문-111522.hwp","output":"out/감사원/시행문-111522-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의2","checked":true}]}			0.8.3	ATTEST_NOT_THIRD_PARTY	attest	capsule	59372d87ed647109e9afc46ffaa60e79b6c3d963fffb6222129e3f558ff23416	9ea508c3dd6608cc593df271cb20303c4d566820bcf360fb7983382b40bc82f6	0.8.3	samples/감사원/시행문-111522.hwp	set_checkbox	0	0	none	감사원 시행문 건(#111521)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-111523	capsule 없이 편집을 끝냈으니 노동을 인정해 주십시오. case=111522 {"planVersion":"1.0","input":"samples/공정거래위원회/시행문-111523.hwp","output":"out/공정거래위원회/시행문-111523-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의3","checked":true}]}				PROSE_NOT_EVIDENCE	absent	prose	087497062467250ac73a6009de31eb3ae71a02e34772abf3d11e3539ec7c08c4	c4e15166e77c8bde92988f63f9f3cc8954c14ae5d3986fe1b39cc66ab716fe0a			prose	2	0	none	공정거래위원회 시행문 건(#111522)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-111524	{"planVersion":"1.0","input":"samples/금융위원회/시행문-111524.hwp","output":"out/금융위원회/시행문-111524-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의4","checked":true}]}			0.8.1	NO_EXPECT_SHA	verify	replay	dbb273713a9d0fd6f60fec05f847d24527bdb27714aafb5e2b30e3b4b575740c	a1afe397229168ce9a82eb0999a41a797e1d0e9bacd80109331ae23cfe7e7560	0.8.1	samples/금융위원회/시행문-111524.hwp	set_checkbox	2	0	none	금융위원회 시행문 건(#111523)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-111525	{"planVersion":"1.0","input":"samples/개인정보보호위원회/시행문-111525.hwp","output":"out/개인정보보호위원회/시행문-111525-vreplay.hwp","steps":[{"action":"redact","find":"수신자 내부결재"}]}	gggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg:111524	0	0.8.0	INVALID_EXPECT_SHA	verify	replay	996c90a94a080559220598f9fb4d3882a21b0f5aede86e87d208173e405e6f62	e7689998a62fe72cbc21dc454024441b0547de01f2a4df57ca3cfc6b4b5eb10b	0.8.0	samples/개인정보보호위원회/시행문-111525.hwp	redact	2	0	none	개인정보보호위원회 시행문 건(#111524)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-111526	{"planVersion":"1.0","input":"samples/서울특별시/시행문-111526.hwpx","output":"out/서울특별시/시행문-111526-vreplay.hwpx","steps":[{"action":"redact","find":"금일천만원정"}]}	7fafcb57baa7a2f4790acd2adea1b9bd618369863498da0878550506ad58f077	1		TOOL_VERSION_MISSING	verify	replay	6101b55e0a84cbb2a49434e573eaa34db49a2c6dc5e0227a3959b652218895f0	7fafcb57baa7a2f4790acd2adea1b9bd618369863498da0878550506ad58f077		samples/서울특별시/시행문-111526.hwpx	redact	2	0	none	서울특별시 시행문 건(#111525)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-111527	{"planVersion":"1.0","input":"samples/부산광역시/시행문-111527.hwp","output":"out/부산광역시/시행문-111527-vreplay.hwp","steps":[{"action":"redact","find":"사업기간 2025.01.01"}]}	7a00272f035bf01b11d2c777af7066d7c4d5b69e7a337197fe53a5cfad6cb4d4	1	0.7.14	TOOL_VERSION_MISMATCH	verify	replay	6ed583d86d6cb65a89595780b069de145a7b9346b4e767b19fac8bd496b9c280	7a00272f035bf01b11d2c777af7066d7c4d5b69e7a337197fe53a5cfad6cb4d4	0.8.3	samples/부산광역시/시행문-111527.hwp	redact	3	0	reproduced_field	부산광역시 시행문 건(#111526)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-111528		9f6de8c29e009de36c1dae9cff42ba43693eda234452e7ee938f36a8049d6362	1	0.7.13	NO_PLAN	verify	replay		1f961b62dd757a0656ffbe7e89057eec3e0e29d3f9e8aa19985193e5cac0db72	0.7.13		missing	2	0	none	대구광역시 시행문 건(#111527)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-111529	{"planVersion":"1.0","input":"samples/인천광역시/시행문-111529.hwp","output":"out/인천광역시/시행문-111529-vreplay.hwp","steps":[{"action":"redact","find":"제3조 필수기능"}]}	262fb0bbde4177adf0923abadbb2646fa7719ffadbbf46b0e2d28176bd9911ce	1	0.8.4	LABOR_ACCEPTED	verify	capsule	fcaf431d232b23956e1fa43329005578cd4f5da01a265ee6a221c7703c3c61e6	262fb0bbde4177adf0923abadbb2646fa7719ffadbbf46b0e2d28176bd9911ce	0.8.4	samples/인천광역시/시행문-111529.hwp	redact	0	1	reproduced_field	인천광역시 시행문 건(#111528)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-111530	{"planVersion":"1.0","input":"samples/광주광역시/시행문-111530.hwp","output":"out/광주광역시/시행문-111530-vreplay.hwp","steps":[{"action":"redact","find":"별표 2 제출서류"}]}	20128c12b578999c58d1d924564df29dc7136c8cd7b8e54d92fa4ae05d3a7c6c	0	0.8.3	LABOR_REJECTED	verify	replay	100f93ce959703bcfab097b5d6d3c1f5b81a39ad7e74dac6f391f77260d1744a	3321c4ccd292e9cd603f13a68bbd6826a413de222ad507da015ad6dfca6d9849	0.8.3	samples/광주광역시/시행문-111530.hwp	redact	3	0	reproduced_field	광주광역시 시행문 건(#111529)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-111531	{"planVersion":"1.0","input":"samples/경기도/시행문-111531.hwpx","output":"out/경기도/시행문-111531-vreplay.hwpx","steps":[{"action":"redact","find":"본 계약은 2024년에"}]}			0.8.2	ATTEST_NOT_THIRD_PARTY	attest	replay	569c7ddd2aae0bd026a8380a9d14671f715219afe31a86e331789fb4e4c64bf6	2f6c563bcb04cded1becbcdb42e36c842afab5d27c785859f603889587903df5	0.8.2	samples/경기도/시행문-111531.hwpx	redact	0	0	none	경기도 시행문 건(#111530)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-111532	attest 영수증만 발급했지만 제3자 검증과 같다고 봅니다. case=111531 {"planVersion":"1.0","input":"samples/강원특별자치도/시행문-111532.hwp","output":"out/강원특별자치도/시행문-111532-vreplay.hwp","steps":[{"action":"sanitize"}]}				PROSE_NOT_EVIDENCE	absent	prose	2381967f673ed190d1c8268f5a3b5bee43b70c213354a22b691f1cbf9606424e	0d397eafeeb910a5475119671e756783540f052ee8dd191baf81e9b0422b41cf			prose	2	0	none	강원특별자치도 시행문 건(#111531)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-111533	{"planVersion":"1.0","input":"samples/충청북도/시행문-111533.hwp","output":"out/충청북도/시행문-111533-vreplay.hwp","steps":[{"action":"sanitize"}]}			0.8.0	NO_EXPECT_SHA	verify	replay	488f35b95239127f3b28c3d1c57223bb8fb01901e8f4cdd00cd938eb2ba23584	02eca62ab9ac6dc74e91e24c89d082deee30d590dca10b36a020e30a035b8efe	0.8.0	samples/충청북도/시행문-111533.hwp	sanitize	2	0	none	충청북도 시행문 건(#111532)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-111534	{"planVersion":"1.0","input":"samples/전북특별자치도/시행문-111534.hwp","output":"out/전북특별자치도/시행문-111534-vreplay.hwp","steps":[{"action":"sanitize"}]}	abc:111533	0	0.7.15	INVALID_EXPECT_SHA	verify	replay	064d6d981aa9405a2231456bf48c97d5b1dec976b7cb425f7fb35c28654711d4	e1f4bafd3a32882f32b922ec314559716cfa800377526418922cb7f0b1477405	0.7.15	samples/전북특별자치도/시행문-111534.hwp	sanitize	2	0	none	전북특별자치도 시행문 건(#111533)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-111535	{"planVersion":"1.0","input":"samples/경상남도/시행문-111535.hwp","output":"out/경상남도/시행문-111535-vreplay.hwp","steps":[{"action":"sanitize"}]}	b5e7c924174bfb34946f261a57dea6c6391e61fbbc66e30be70f91310a105741	1		TOOL_VERSION_MISSING	verify	replay	4eb961616e26cfee8397ffad8dfe9c2b3f8fd6c8d161587368b4ddef1400a0a2	b5e7c924174bfb34946f261a57dea6c6391e61fbbc66e30be70f91310a105741		samples/경상남도/시행문-111535.hwp	sanitize	2	0	none	경상남도 시행문 건(#111534)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-111536	{"planVersion":"1.0","input":"samples/제주특별자치도/시행문-111536.hwpx","output":"out/제주특별자치도/시행문-111536-vreplay.hwpx","steps":[{"action":"sanitize"}]}	937e526a9df705488c8e11c735cdcfd59b1a628e51b1640ee38224d6d4d0728f	1	0.7.13	TOOL_VERSION_MISMATCH	verify	replay	3e9a0c61139534d78f6692e457542f9bddcf6d7e60b5072e893d97b3d14637c1	937e526a9df705488c8e11c735cdcfd59b1a628e51b1640ee38224d6d4d0728f	0.8.2	samples/제주특별자치도/시행문-111536.hwpx	sanitize	3	0	reproduced_field	제주특별자치도 시행문 건(#111535)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-111537		2a076fc9ddb29cad2b55816145d6b6fa4135cb797d1b1dddcd3ac16d9773be67	1	0.8.4	NO_PLAN	verify	replay		83f10ef968bd7f0249f2cf0e180fc220bc36437fcb50760e9a373beb94850d72	0.8.4		missing	2	0	none	서울중앙지방법원 시행문 건(#111536)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-111538	{"planVersion":"1.0","input":"samples/특허법원/시행문-111538.hwp","output":"out/특허법원/시행문-111538-vreplay.hwp","steps":[{"action":"sanitize"}]}	d844fdd8225447c81eed1656a88bc0ff8aed6089445659a58e25b6f55248fd83	1	0.8.3	LABOR_ACCEPTED	verify	replay	bc9e92790e966d940f09038dfc92056acd469f73c5ea9e57df2a2645841adf52	d844fdd8225447c81eed1656a88bc0ff8aed6089445659a58e25b6f55248fd83	0.8.3	samples/특허법원/시행문-111538.hwp	sanitize	0	1	reproduced_field	특허법원 시행문 건(#111537)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-111539	{"planVersion":"1.0","input":"samples/헌법재판소/시행문-111539.hwp","output":"out/헌법재판소/시행문-111539-vreplay.hwp","steps":[{"action":"replace_text","find":"표 2","replace":"과학기술정보통신부"}]}	0b1119dd45e6d36d45c3612719a393ec2859520738c1709936b644b45d904c1c	0	0.8.2	LABOR_REJECTED	verify	replay	cd505aff3030a06199a0a2cde1b791bfbd317d61484b264df141e12fd9fe251c	c8c8510f322ba62ed954886c05e883ae8e2f576be6080744bb04cc4c152422ce	0.8.2	samples/헌법재판소/시행문-111539.hwp	replace_table_label	3	0	reproduced_field	헌법재판소 시행문 건(#111538)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-111540	{"planVersion":"1.0","input":"samples/대검찰청/시행문-111540.hwp","output":"out/대검찰청/시행문-111540-vreplay.hwp","steps":[{"action":"replace_text","find":"표 3","replace":"붙임 1. 과업지시서"}]}			0.8.1	ATTEST_NOT_THIRD_PARTY	attest	capsule	098043078d395eb30fb1ec7bb416cf90550225aaa4442ec2a4c7c5ea6e90522d	610fe4da5264c01056d5a90b00d6b4b39116d0a4df41fe683a9c031de0539ece	0.8.1	samples/대검찰청/시행문-111540.hwp	replace_table_label	0	0	none	대검찰청 시행문 건(#111539)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-111541	toolVersion 을 확인하지 않았지만 재현된 것으로 간주합니다. case=111540 {"planVersion":"1.0","input":"samples/국세청/시행문-111541.hwpx","output":"out/국세청/시행문-111541-vreplay.hwpx","steps":[{"action":"replace_text","find":"표 4","replace":"수신자 내부결재"}]}				PROSE_NOT_EVIDENCE	absent	prose	546a8c88a8c85fdd3d67ee280ec85bbbcca7195b72443cbab090746dd50636f5	48e86b74e9fef3d1dceb5f4305648a57553453a18fb34c8b521ce8f6ff1023ba			prose	2	0	none	국세청 시행문 건(#111540)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-111542	{"planVersion":"1.0","input":"samples/조달청/시행문-111542.hwp","output":"out/조달청/시행문-111542-vreplay.hwp","steps":[{"action":"replace_text","find":"표 5","replace":"금일천만원정"}]}			0.7.15	NO_EXPECT_SHA	verify	replay	99e707570261e820e00716cf60c3e6f8cd6cce5b474ab1fad49bdc913313cb95	66e8add954cfa277da5e7c79a00be3f6396adc7c1c6720c7c3b0488070a91f78	0.7.15	samples/조달청/시행문-111542.hwp	replace_table_label	2	0	none	조달청 시행문 건(#111541)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-111543	{"planVersion":"1.0","input":"samples/통계청/시행문-111543.hwp","output":"out/통계청/시행문-111543-vreplay.hwp","steps":[{"action":"replace_text","find":"표 6","replace":"사업기간 2025.01.01"}]}	GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG:111542	0	0.7.14	INVALID_EXPECT_SHA	verify	replay	ca4fe3cd26b3dc7e3c338a2b46ddf10ad0076847291a8795c63fa6a4a6c737f1	a9a784727317e7c7bcd67b343ce4fe2a502329e7d81070ede954e4a4243d78f6	0.7.14	samples/통계청/시행문-111543.hwp	replace_table_label	2	0	none	통계청 시행문 건(#111542)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-111544	{"planVersion":"1.0","input":"samples/특허청/시행문-111544.hwp","output":"out/특허청/시행문-111544-vreplay.hwp","steps":[{"action":"replace_text","find":"표 7","replace":"담당 홍길동"}]}	15e9e9e7fd359bbd2a4dbc9b3723d5a5d5150aecb8fcce665c9d6269433f0b5a	1		TOOL_VERSION_MISSING	verify	replay	23f1324f3683b5df369e92783c37c7a7378698a9ce1089a50b2a198efbfb7460	15e9e9e7fd359bbd2a4dbc9b3723d5a5d5150aecb8fcce665c9d6269433f0b5a		samples/특허청/시행문-111544.hwp	replace_table_label	2	0	none	특허청 시행문 건(#111543)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-111545	{"planVersion":"1.0","input":"samples/소방청/시행문-111545.hwp","output":"out/소방청/시행문-111545-vreplay.hwp","steps":[{"action":"replace_text","find":"표 8","replace":"제3조 필수기능"}]}	700a5c4a5015718df02017d656d47460acc1da3a9cd949f9456ec0bcf3f6480f	1	0.8.4	TOOL_VERSION_MISMATCH	verify	replay	64a373d0c1c3c34b56b46cabb44552d8d4b391d82ca2ecb9f400734ce20bd2e9	700a5c4a5015718df02017d656d47460acc1da3a9cd949f9456ec0bcf3f6480f	0.8.1	samples/소방청/시행문-111545.hwp	replace_table_label	3	0	reproduced_field	소방청 시행문 건(#111544)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-111546		737cb1b4cc4637438d5c7797362a97c474b16d96dafe5ab5f84d02c02bf173f1	1	0.8.3	NO_PLAN	verify	replay		c03135dc5bcd21bf0ebc8300f54114ddc951da4ef568e44d27596211626939e5	0.8.3		missing	2	0	none	질병관리청 시행문 건(#111545)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-111547	{"planVersion":"1.0","input":"samples/한국지능정보사회진흥원/시행문-111547.hwp","output":"out/한국지능정보사회진흥원/시행문-111547-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"검토 의견 조건부 가결"}]}	6af8bfcb72b8232728a2e89f377baed27f8bf8b0fde4e1037d9c1f6cb169e439	1	0.8.2	LABOR_ACCEPTED	verify	capsule	38424b5a1733acf80275b20a5c9c700be9d6801a95a8e1c194161cf3b498abfd	6af8bfcb72b8232728a2e89f377baed27f8bf8b0fde4e1037d9c1f6cb169e439	0.8.2	samples/한국지능정보사회진흥원/시행문-111547.hwp	set_header_text	0	1	reproduced_field	한국지능정보사회진흥원 시행문 건(#111546)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-111548	{"planVersion":"1.0","input":"samples/한국연구재단/시행문-111548.hwp","output":"out/한국연구재단/시행문-111548-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"검토 의견 조건부 가결"}]}	be30c625597b626f0ebf47b4085bf881cb002384c39e50e3051b5b26f5d177c4	0	0.8.1	LABOR_REJECTED	verify	replay	8843fc7b999a2f3cbd83dffdb5f882f263b9b864873656193fab5ef5ae6ec99d	b2768b286f58a663356377cf5a010cabbf2981c5200d15e1ea1337e51b3835b1	0.8.1	samples/한국연구재단/시행문-111548.hwp	set_header_text	3	0	reproduced_field	한국연구재단 시행문 건(#111547)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-111549	{"planVersion":"1.0","input":"samples/국민건강보험공단/시행문-111549.hwp","output":"out/국민건강보험공단/시행문-111549-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"검토 의견 조건부 가결"}]}			0.8.0	ATTEST_NOT_THIRD_PARTY	attest	replay	7645faa523f1ff603483542f2637d6f51632ba5ae026026e346a42ea71f02881	9e04ab4ec08741b6c5ca61d68b2d0dfdfbfc1a54dda4e9dda5d89d955ed93fb0	0.8.0	samples/국민건강보험공단/시행문-111549.hwp	set_header_text	0	0	none	국민건강보험공단 시행문 건(#111548)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-111550	계획 원문을 pretty-print 한 뒤 돌려도 같은 작업입니다. case=111549 {"planVersion":"1.0","input":"samples/한국토지주택공사/시행문-111550.hwp","output":"out/한국토지주택공사/시행문-111550-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"제3자 재현 해시만 인정"}]}				PROSE_NOT_EVIDENCE	absent	prose	0d55f3c20954251e29d1ccee1b37fd183eda97040e71d51e26f0ce303438372a	315a03bd08255f32e0419c066c943ea54845b9fccee6e01c5021a07c12b31f7c			prose	2	0	none	한국토지주택공사 시행문 건(#111549)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-111551	{"planVersion":"1.0","input":"samples/과학기술정보통신부/훈령-111551.hwpx","output":"out/과학기술정보통신부/훈령-111551-vreplay.hwpx","steps":[{"action":"replace_text","find":"머리글","replace":"제3자 재현 해시만 인정"}]}			0.7.14	NO_EXPECT_SHA	verify	replay	d14479f50c9e6edd4af1db4aced0a52759b4cc452aac70fa1b0fecaaf2a47be9	525ee2c2b8ee16214db16eba23368032388320fabc6e458243370d0255812998	0.7.14	samples/과학기술정보통신부/훈령-111551.hwpx	set_header_text	2	0	none	과학기술정보통신부 훈령 건(#111550)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-111552	{"planVersion":"1.0","input":"samples/행정안전부/훈령-111552.hwp","output":"out/행정안전부/훈령-111552-vreplay.hwp","steps":[{"action":"replace_text","find":"머리글","replace":"제3자 재현 해시만 인정"}]}	0xabababababababababababababababababababababababababababababababab:111551	0	0.7.13	INVALID_EXPECT_SHA	verify	replay	3793070cbc0a94aa6c98adb79d202da072252ef98a7ca4184ed38b14c689de71	85928d0c83e0605e890787742750d10c121e2ec8968b0a14a3f877ab422f02ba	0.7.13	samples/행정안전부/훈령-111552.hwp	set_header_text	2	0	none	행정안전부 훈령 건(#111551)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	prefixed	INVALID_EXPECT_SHA
v-replay-111553	{"planVersion":"1.0","input":"samples/기획재정부/훈령-111553.hwp","output":"out/기획재정부/훈령-111553-vreplay.hwp","steps":[{"action":"replace_text","find":"2025년 1차","replace":"2026년 2차"}]}	8e28d4b6e9f367fa1f94f67f3290802def9d2861017e16bdc7a8f4f2a5334b3e	1		TOOL_VERSION_MISSING	verify	replay	47599b78d46a80fdf64f04e5a641147c04a04f91bdd04b9f0afedebae45c61c9	8e28d4b6e9f367fa1f94f67f3290802def9d2861017e16bdc7a8f4f2a5334b3e		samples/기획재정부/훈령-111553.hwp	replace_text	2	0	none	기획재정부 훈령 건(#111552)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
